ResponseId,treat1summ,treat2summ,Mention_Anti_Asian,Mention_Racism_Against_POC,Not_Surprised,Anger,Worry/Fear/Anxiety,Sadness,Inattentive,Unsure,Notes
R_6JYmxqmRqYMTrSV,,,,,,,,,,,
R_1CIQg9lYkMXrBZL,,,,,,,,,,,
R_3gMLA6Z4rgjTpty,,Talk about hate crime on the rise in the United States.  Specifically hate against Asian Americans since the Covid-19 pandemic started.  It also illustrated one Asian Americans woman own experience of hates against her.,1,0,0,0,0,0,0,0,
R_VKGs01GnKin88Pn,,"Article is about the increase of discrimination towards Asians.  They reported being cough at, spit on, and refused service by uber and told to leave business and blamed for covid. Article also mentioned increase of discrimination of blacks, hispanics and the groups of color",1,1,0,0,0,0,0,0,
R_2wNaLi75WMrk5Nk,Asians are experiencing more and more attacks since Covid 19 pandemic. Wong got attacked when she’s grocery shopping. The Senate wants to change this situation ,,1,0,0,0,0,0,0,0,
R_3Pcdh2l86yqaCHh,,This is an article about discrimination against Asian American people. And this issue is going worse in the time of pandemic. Phan wants us act together to face this as soon as possible. ,1,0,0,0,0,0,0,0,
R_8j4e0N3p8sIJtjr,,,,,,,,,,,
R_xEDjqT2fQiGWSHL,,,,,,,,,,,
R_3qeevQzBLrxcQHP,,The article was about the rise in hate against Asians/Asian Americans since Covid began. They have been accused of bringing the virus to the country even though they live here. It was common for them to be spat at and refused services such as Lyft/Uber.,1,0,0,0,0,0,0,0,
R_UAvllNkRqgQJmyl,Asian community needs to be strong in this situation as these hatred is going on for some time. People in general have very strong opinions.,,1,0,1,0,0,0,0,0,
R_3Kq4BT3KC6oRvEN,"Ever since the pandemic started, Asian Americans have been dealing with more racial hate.  Multiple cases of people being spat on, refused uber rides, and being blamed for Covid have been reported.  The increase in reported incidents is quite striking.",,1,0,0,0,0,0,0,0,
R_BJxeGfLIatBdgPv,,"Anti-Asian discrimination incidents have increased since Covid-19 started. Many Asian Americans have faced vocal or physical attacks. But they are not the only minority group to see an increase in racism, blacks, Hispanics and indigenous people have also been targeted.",1,1,0,0,0,0,0,0,
R_Y4deflGzqpgfRy9,There has been increased occurrences of anti-Asian hate crimes in NJ since the Covid pandemic ,,1,0,0,0,0,0,0,0,
R_26nE36Tx2w8LWMa,,,,,,,,,,,
R_CdG2fJoAkuyDk09,,There has been an I crease in Anti-Asian sentiments in the past two years. This rise can be attributed to the pandemic. It is often shown in verbal exchanges but at times more violent episodes. ,1,0,0,0,0,0,0,0,
R_2xRHeF3iQuR1gcR,It is about discrimination on Asians relating to Covid-19. Many Asians have reported being verbally and physically assaulted and Asians need to stick up for one another ,,1,0,0,0,0,0,0,0,
R_1YbggdVlmTmqjzb,,"An Asian American lady who had been grocery shopping had been spat on by another customer who exclaimed that she had been a contributor to COVID. With this messed up process that has been going around for Asian American hate, it is a trending phenomenon that is slowly gaining incerase. Asian hate is one of the many minority groups that recieves hatred in the US such as like hispanics and African Americans.",1,1,0,0,0,0,0,0,
R_9N8TiIVottCSDHH,"Asian hate crime and xenophobia has always been an a hidden reality for many Asian Americans, for a long time racism and hatred has always been covertly directed at Asian Immigrant living abroad as well as Asian Americans, but in the past 2 years as a result of the COVID-19 pandemic, the hatred and racism towards Asian people has come to the surface in American society on a level unseen before the pandemic began. ",,1,0,0,0,0,0,0,0,
R_2cbGAWjeQBQYe6d,,,,,,,,,,,
R_rcEUQeV2ovnk2qZ,,,,,,,,,,,
R_2rDGljdJDDPv3Dh,"The article discusses the increased hate crimes against Asian Americans since COVID. This article discusses that Asian Americans are being spit on, yelled to go back to their country, etc. Although there is an increase since COVID, discriminatory behavior has occurred already. ",,1,0,0,0,0,0,0,0,
R_3fUBI5lPJxAx41h,,"The story is about the hatred shown by white Americans against people of Asian origin; blaming them as the cause of the Covid 19 virus and the Pandemic. The story also mentions racism against Blacks, Hispanics and the percentage of hate.",1,1,0,0,0,0,0,0,
R_2feXwYSZcIoeXg0,,,,,,,,,,,
R_3CWvZafLdFFQ3J0,,N/A,,,,,,,,,
R_0Gj2yrJKmCQyeyt,The article is about the discrimination against Asians America since covid-19 occurred. The article is stating that the prejudices have risen since the occurrence of COVID-19.,,1,0,0,0,0,0,0,0,
R_2U3hP1zUJyYhjiK,,Asian hate is on the rise. Discrimination in general is on the rise. ,1,1,0,0,0,0,0,0,
R_3JlnAliYotNxbku,,,,,,,,,,,
R_plnKQk0UQT4yRi1,,,,,,,,,,,
R_6XYqlxkELaOgVix,,,,,,,,,,,
R_82DllFhDjnqCWjL,I think this articles shows just how much pre-existing stereotypes already is with all human beings in regards to race.  In this case the Asian race which is comprised of many different countries with people from different ancestral backgrounds.  So to have all Asians group togethers as the group to blame for Covid-19 shows how important it is to be united in times like this versus be divided like we have been.,,1,0,0,0,0,0,0,0,
R_33kTaCJh1egHR8d,"Lily Wong of New Jersey was out shopping. This was during the COVID-19 era. She was spat on, because she was from China,",,1,0,0,0,0,0,0,0,
R_22tQ8KZciPQX9Kc,,"one of the asian citizen get hurt by an unkown person for only beacuse he belongs to some country or region
",1,0,0,0,0,0,0,0,
R_2ctQoKUWZ7AYv9M,,Asian hate crimes and discrimination have risen since Covid. People are discriminating them because they think they’re responsible for the pandemic. Other minorities have reported higher rates of crime against them as well. ,1,1,0,0,0,0,0,0,
R_tKUDsonbTDHIPFn,,,,,,,,,,,
R_3M6fmRavYuneaCA,Asian hate crime has increased since the COVID-19 pandemic.  Asian people have been told to leave stores.  People should support each other.,,1,0,0,0,0,0,0,0,
R_1OAIKDJc3OmBb88,,,,,,,,,,,
R_3HS9Pl5EjtlQbvk,,"Asian Americans have been experiencing an increase in discrimination since the worsening of the COVID-19 pandemic. Innocent people are verbally and physically harassed and assaulted, as well as refused service. However, the prejudice they face is not unique among other people of color, such as African Americans, Latinos, and Native Americans.",1,1,0,0,0,0,0,0,
R_1mhphH1lt9mjIF0,"Every since the emerge of the Covid virus, an increasing number of Asians have been facing discrimination.   People are blaming the rise of Covid is brought by Asian people.  So in daily life, innocent Asians receive hate words or actions towards them.",,1,0,0,0,0,0,0,0,
R_3j2IBt7iFGaqfq9,,,,,,,,,,,
R_3QKae1nrjaa2x2a,,Asian American has experienced more discrimination since the pandemic.  Other groups of minorities also have experienced more discrimination.  All groups should support each other.,1,1,0,0,0,0,0,0,
R_dgQGY0D9td84LCh,"Due to the Covid pandemic, there’s been a rise in anti-Asian sentiment. Asian Americans have been discriminated against over the past couple of years. Asian Americans have been spat on, refused Uber/Lyft rides among other things ",,1,0,0,0,0,0,0,0,
R_3g4NEhYO66u72K6,"Since the onset of Covid 19, there has been increased cases of Asians being  attacked. Some Uber and Lyft drivers are refusing their services to Asians. One Asian customer in a store got spat on and was told to return back to their country. ",,1,0,0,0,0,0,0,0,
R_7X7bySk2cbzrJ3r,,,,,,,,,,,
R_2arak8FhHtvXg11,,,,,,,,,,,
R_4UyIkFN6UrhAHu1,,"Racism is virus.
It should be completely eradicated from society. 
No one should be blame to bring any diseases in society.",0,0,0,1,0,0,0,0,
R_AuNLnl1QqM4Nh4d,,,,,,,,,,,
R_3kvKGywCDLqwZ3i,,,,,,,,,,,
R_R2jhhlMTzMh7zZn,,Racism against Asian are now happening almost everywhere. Even before the pandemic there were signs of racism in certain areas. But it’s not only Asians but anybody who’s not white are being treated with prejudice. ,1,1,0,0,0,0,0,0,
R_3sv0qgYwABMjsfQ,,,,,,,,,,,
R_3I06y7AHQ4yB2wB,Asian people are being discriminated for false accusation of bringing COVID-19 into United States. People are refused services and even face violent acts such as coughed on and spat on by strangers. The photo was from a protest of people holding STOP ASIAN HATE signs.,,1,0,0,0,0,0,0,0,
R_2ypFnMRd0Xu0ECh,,,,,,,,,,,
R_sFQfE9uzLtfWZMJ,,Asian hate and racism is spreading quickly due to the outbreak of corona virus. This may be due to the slander a previous president threw. Many are trying to prevent this spread to younger children ,1,0,0,0,0,0,0,0,
R_32JTpMZiic6rRdx,,Ms. Wong was spat on by another shopper blaming her for bringing COVID-19 to our country.  Other Asian have also experienced some of the same behavior having people coughing at them. We need to ban together and support each other.,1,0,0,0,0,0,0,0,
R_12PuNlYwglpvS0t,,The article discussed some harassment an Asian person received related to COVID-19. It then related information on surveys showing an increase in harassment against Asians. It related that study to harassment experienced by other races. ,1,0,0,0,0,0,0,0,
R_3PMPlujQdBH0SVg,"Asian Americans are being held responsible for the Covid spread to United States. They are being attacked in public. For nothing a person has done, they are being punished for the way they look.",,1,0,0,0,0,0,0,0,
R_x5xg3SpYF0BwlDH,"as covid-19 start from asian country in USA public descrimate asian.
people don't allow to take them for ride in uber/lyft.
in grocery store also some people hate them.",,1,0,0,0,0,0,0,0,
R_1j87EicXH4WZhj2,There is an anti Asian retroric that has become prevalent among Asian people. People are blaming the Asians of bringing the Covid virus to everyone. The Asians have been spat upon or verbally told to go back to their counttry. ,,1,0,0,0,0,0,0,0,
R_30qJBkU7U3fYt8f,,"Since Covid, Asians has experienced more racism. We are blamed for bringing Covid to the US. Other minorities have dealt with racism as well and we all need to stick together",1,0,0,0,0,0,0,0,
R_9MRTWwSqhe4YvO9,"Hate crimes and other discrimination towards Asian-Americans has risen since 2020. People have been spat at, and Uber and Lyft drivers have refused to pick up Asian-Americans. People are accusing Asian-Americans of bringing COVID-19 to the United States.",,1,0,0,0,0,0,0,0,
R_1r8hhzqHXCeqPcB,,,,,,,,,,,
R_2rCuU8SVm4RU9VR,,,,,,,,,,,
R_3ewWWFvPrL3gqFI,,"Since pandemic, people in US blamed asian people for bringing COVID 19. A lot of asians are suffering from racism which includes being spat at or requested to leave outside the store. Even uber and lyft drivers refused to give rides to asian people.",1,0,0,0,0,0,0,0,
R_307fQIaLDtk2Rev,There has been an increase in Anti-asian American discrimination due to Covid related bias.  ,,1,0,0,0,0,0,0,0,
R_1ND5GOloQIFxPXp,,,,,,,,,,,
R_3hDTT34tVAbSTeH,No reason at this time,,,,,,,,,,
R_1HqlaQJqX0oTqjW,,Asians are experiencing discrimination. This is related to COVID. This is more than other groups.,1,0,0,0,0,0,0,0,
R_1rGoqjAqRVX2Eb4,,Asian American discrimination is on the rise and has been brought more to light through the Covid pandemic. Other groups experience a degree of discrimination as well. These groups would like to stick together to fight discrimination. ,1,1,0,0,0,0,0,0,
R_2DUgHDAKUlYiAXo,Recent uptick or increase in Asian heat crime due to Covid 19 epidemic.  The Asian community is been discriminated against or attack based on this bias.  There are community banding together to help fight this xenophobic behavior.,,1,0,0,0,0,0,0,0,
R_2E45NRCGzaSJbcv,Covid started in Asia. Asian-Americans have seen an increase in racist and xenophobic behavior. These attacks have increased. ,,1,0,0,0,0,0,0,0,
R_2tJYniwxLSPT8e6,I'm not sure how to write 3 sentence about it. I don't understand the article. I wouldn't know where to start,,0,0,0,0,0,0,1,0,
R_55RFlu2q7uZESJP,,,,,,,,,,,
R_u2K23vuve393Nrr,,,,,,,,,,,
R_1jfUrxJMoI2U7Ao,,,,,,,,,,,
R_3qpTDAVVVNRuFT7,,"Asian hate crime rising since covid 19, however others have also experienced it- blacks and Latinos. We need to look out for each other! ",1,1,0,0,0,0,0,0,
R_DIaUke0nxKEsPS1,Hate crimes are increasing. we need to stand up for each other. these crimes need to stop ,,0,0,0,0,0,0,0,0,
R_2Bs9Qst5vYrXg7N,,The article was about doscrimation. It started about hate and racism towards Asians and blaming them for covid. It ended with statistics about discrimination with all races. ,1,1,0,0,0,0,0,0,
R_8CGzMBmJmYqG3Qd,Asian American hate has been on the rise since the start of the pandemic (covid-19). The article is bringing awareness of what Asian Americans have been experiencing. The article also introduces leaders of Anti Asian Hate awareness groups. ,,1,0,0,0,0,0,0,0,
R_0wd1UXsSqQ1SlQR,,,,,,,,,,,
R_3rMppZnshZNn7RI,,,,,,,,,,,
R_1dMLSWmAh5kTxJO,There were/are an increase in Asian discrimination since the pandemic. It is a very concerning issue that needs to be addressed. It is unprovoked and unnecessary.,,1,0,0,0,0,0,0,0,
R_3m9R9zvFZIVg3YO,,It was a story that was relevant to me. I’ve heard of similar stories of other Asian Americans dealing with hate crimes. Glad she was stood up for. ,1,0,0,0,0,0,0,0,
R_3HokWziQXHpPr6g,,,,,,,,,,,
R_cvv7lZZbN3C79fP,,asian people has been experienced hate crime in the u.s.,1,0,0,0,0,0,0,0,
R_1YRTtJL56SsSTq9,,,,,,,,,,,
R_3qO8qfEITLKeVtL,Asian crimes have increased since COVID started.  The Asian community has become target for hate crimes.  The crime rate in the Asian community has risen post COVID.  ,,1,0,0,0,0,0,0,0,
R_2rlxtbl4Do3M32T,,,,,,,,,,,
R_3M6k7eXc59YX3LZ,,Asians are becoming victims of hate crimes. People are blaming Asians for COVID-19. We must band together to end hate crime. ,1,0,0,0,0,0,0,0,
R_d4jyyDusZK8M3Nn,,"An Asian American woman was in local grocery store when she was spat on by another woman and blamed for bring COVID-19 to the United States. A spokesperson for Stop Asian Hate said that there has been a rise in reports for hate crimes against Asians, however this is nothing new. There have been reported rises of hate crimes against other non-white groups too. ",1,1,0,0,0,0,0,0,
R_3qgMPBXdXmv54sw,Stop Asian Hate Crime.,,1,0,0,0,0,0,0,0,
R_1nZbYWKPRqTIYMU,,,,,,,,,,,
R_3scTJ1tLv54JoVu,There is a rise in racism towards Asians. The woman describes her experience at a grocery store where someone spat at her and told her to go back to her own country implying that COVID was brought by Asians. The article shows how ignorant some people are and how their behavior is not okay.,,1,0,0,1,0,0,0,0,
R_3OcDYEa50w1rXom,,,,,,,,,,,
R_2CIYcn0khsRjcC0,,The rise in discrimination and hate crimes against Asian-American people during the coronavirus pandemic. Seventeen percent of Asian-Americans said they have experienced discrimination and abuse since 2020. All non-white minorities have seen an uptick in discrimination and abuse in the same time frame.,1,1,0,0,0,0,0,0,
R_3D0aRbqQhdvIv47,,Hate crime rising in US and its amazing situation. In every state there's an incident related to hate crime. ,0,0,0,0,0,0,0,0,
R_1EhVz9gZfLgMvHe,Discussing rise of Asian Hate Crimes most related to being blamed for Covid-19 problems. How we have faced discrimination regarding our race in the past and now amplified by the pandemic. Important to promote awareness to Stop Asian Hate.,,1,0,0,0,0,0,0,0,
R_2X1CMIkWMjaMB7g,,,,,,,,,,,
R_OlqjCHLNtD6HJ3H,There is asian hate going on due to covid. People are blaming asian people for covid and they are experiencing racial discrimination. A woman got spit on at the grocery store and she was not able to fight back,,1,0,0,0,0,0,0,0,
R_3ReZdDdU9MINade,,Minority groups have been at a high for racism.  This all began a spark during covid 19.  Discrimination against Asians is one of the leading races that faces these challenges ,1,1,0,0,0,0,0,0,
R_2eRnxfFKy1E5Eco,,,,,,,,,,,
R_AB6EaPnbEGZoDrb,,Topics about discrimination activities,0,1,0,0,0,0,1,0,
R_1pKc4J1PYO3S754,,An Asian American was spat on at the grocery store. The attacker spat on her because of her background and blamed her for the pandemic. Hate is a varius.,1,0,0,0,0,0,0,0,
R_3MGojb98G3boFW4,,,,,,,,,,,
R_3hyIkVxPqZEiZMG,,,,,,,,,,,
R_1GOdr0R13bxpBT8,,The article is about the rising or racism for Asian Americans. ,1,0,0,0,0,0,0,0,
R_1jBMlRgRhXu7IOW,Hate crimes  against asians have increased since Covid.  There are just too many bigots in this country to accomplish anything.  These bigots need to learn to respect others.  ,,1,0,0,1,0,0,0,0,
R_25uw3WEZyKDAfxr,,,,,,,,,,,
R_2agdel5aRAYnJxF,Stop hate asian,,1,0,0,0,0,0,0,0,
R_8fgtufeZxq2smuB,Asian Americans have been targeted because of the pandemic. We need to stand together to stop the discrimination against us. 17% Asian Americans have stated they have in some form been discriminated since the pandemic.,,1,0,0,0,0,0,0,0,
R_1rBsBHaE77C34Lh,,"POCs faced lots of discrimination during the covid-19 pandemic. Asian people were very harshly discriminated against, with people stopping them on the street to tell them about what they didn't do. FUCK EM!",1,1,0,1,0,0,0,0,
R_1K6G7dzZy4Tnxkf,Crimes against Asian people occur and need to stop xenophobia. the crimes are racist. The article is a call to end Asian racism,,1,0,0,0,0,0,0,0,
R_1MVQ0XSwyob75pl,,,,,,,,,,,
R_3MbvXLUPY9rN5oT,,,,,,,,,,,
R_5A6jZ3V5cVnpVLP,"Asian American are facing hate crime.
Asian American are being blamed for bring COVID.
It’s a racial discrimination against Asian American.",,1,0,0,0,0,0,0,0,
R_215RGEMq4x4qTLS,,Covid 19 has created an increase of Asian hate crimes. Other non white minority races have also seen an increase in race related crime. To stop this we need to work together to create laws and discipline those that show violence against minorities.,1,1,0,0,0,0,0,0,
R_3kBOFNlPguqUV32,It is about Asian hate crime primarily with COVID 19. Asian Americans have been spit on and yelled at to go back to their country. Pham is asking for everyone to stand United.,,1,0,0,0,0,0,0,0,
R_1NxHuWQ6k92mPyp,,,,,,,,,,,
R_3CTs3Sywn21vYoG,,,,,,,,,,,
R_2U9Ozxp8ZLWP2f4,It’s just acknowledging the rise in Asian hate crimes across the country. How the pandemic created a point the finger approach at Asians in general and it likely grow. ,,1,0,0,0,0,0,0,0,
R_umnLcPpjdlWa8gh,,It is regarding a Asian hate when an Asian women went to the grocery store and was told that she bought Covid 19 to the us. ,1,0,0,0,0,0,0,0,
R_12r4EJJhA4A9Ek9,,,,,,,,,,,
R_3ervan1RumapYS2,,Discrimination against people of Asian descent increased during the pandemic.  Discrimination against other minorities also rose.  Asians in America are voicing their demands for its end.,1,1,0,0,0,0,0,0,
R_1QLYgKsCESAZMQ5,"Asians are discriminated against in America. This has been a problem for a long time, but got worse after the pandemic. People have been spat on and verbally abused.",,1,0,0,0,0,0,0,0,
R_4INXdYdiGF9G43n,,,,,,,,,,,
R_sXva5TIv2qVvoMF,,Lilly Wong is Chinese. She was at a store. She got spat on for bringing covid 19 to the US. ,1,0,0,0,0,0,0,0,
R_2RNZXpgSgbINpzC,,,,,,,,,,,
R_ZrS9cJI5CZWHlv3,Asian discrimination has been increasing ever since COVID-19. People are mistreating Asians such as spitting or not interacting with them. This could be a result of the tie to the virus.,,1,0,0,0,0,0,0,0,
R_1HkGa2YSDGRq7Ap,,Asian races are being targeted my hate . Since Covid it’s has increase. The leader of Asian community want everyone to unite to stop asian hate.,1,0,0,0,0,0,0,0,
R_3qaItsG7uxP7RL8,,One Asian American girl was spit on and told to go back to where she came from. Asian Americans are getting discriminated obey more because of the pandemic. Other minorities are racially attacked during this time too.,1,1,0,0,0,0,0,0,
R_3UAmnNVuGu3vWnf,,"Asian people from around the world, along roth other minority groups are experiencing abuse due to their skin color, especially since the pandemic.  Because it was stated that covid came from china, more and more Asian people are experiencing abuse and denied entrance in grocery stores, rideshare, and many other public businesses.  It’s baffling and unfortunate that racism still exists to this day.",1,0,0,0,0,0,0,0,
R_3GeJ80AeGL2d4xI,,,,,,,,,,,
R_p5GJrOwRFFFkuPv,"Since the start of the covid 19 pandemic there is an increase in anti-asian violence. People are being spit on in public places, refused ubers, etc and are being told to go back to their country. The asian community are pleading that something must be done to protect these citizens ",,1,0,0,0,0,0,0,0,
R_10P0wQ1udwQFJxQ,,"The article outlines the current surge of anti-Asian hate crimes since the onset of COVID-19. Incidents described include being spit at, forced to leave spaces, and verbally assaulted. The article concludes with a call to action for Asian people to work in solidarity to improve the current hate crime situation.",1,0,0,0,0,0,0,0,
R_1ertq82xbhfYNW6,,,,,,,,,,,
R_1cZzOVpqfzJEduO,"Since CoVid-19 was discovered, hate and discrimination against Asians has been on the rise. Asians are bring coughed and spat on and Uber and Lyft drivers are refusing them service. This is only an added problem to the discrimination they already face.",,1,0,1,0,0,0,0,0,
R_2ZWBzyuM7KgIbmM,,There has been an increase of Asian hate throughout the country. This is due to COVID-19. People need to be aware of it and something needs to be done about it.,1,0,0,0,0,0,0,0,
R_1CpRHXOtdGDlPcq,,,,,,,,,,,
R_302mQ1U7JwAYyQo,,,,,,,,,,,
R_3KDaXsy4n3RqYUO,,"Since covid, there has been an increase in racist remarks. Especially towards asian americans and it has been also towards other ethnicities. Uber and lyft drivers reject passengers bc of race.",1,1,0,0,0,0,0,0,
R_3O1CqoF3LX3UsV4,It is all about how racism occurs.  It should ve completely move away from out country especially with Indians and Blacks.,,0,1,0,0,0,0,0,1,
R_1IaawNhJTpXUPn3,,,,,,,,,,,
R_3oLLusiQdxonacC,,We are human we need to love each other we here today we are human,0,0,0,0,0,0,1,0,
R_29ubsBwC0IGILpp,,,,,,,,,,,
R_1ptzGaABQ6x8Uns,,The article talks about the rise of negative sentiments. The primary subject is people of Asian origin. It has an urgent tone.,1,0,0,0,0,0,0,0,
R_AaOaXSaiM25Eoud,,,,,,,,,,,
R_1JQRH2yowp9Jcra,"New Jersey resident, lily Wong bring covid 19 to the state 
It's important for all people standing together ",,0,0,0,0,0,0,0,0,
R_2zdvup5ODRWJKOI,Asian hate crimes have increased in America since the covid-pandemice. Asian victims of hate crimes have reported being spat on and beaten. We must work with community leaders to stop hate crimes against Asian Americans. ,,1,0,0,1,0,0,0,0,
R_2CpJiv7r6qozgtR,"The article stays the truth.
It will help in the future. 
These are good for everyone.",,0,0,0,0,0,0,1,0,
R_1QAc9H3p3l2pyhd,,There's been a rise of hate crimes on Asian Americans since the start of the pandemic. This needs to be addressed. America as a country needs to resolve this issue.,1,0,0,1,0,0,0,0,
R_RPHcbOSW4LH6z5v,,,,,,,,,,,
R_10V1eKUlw9xMtKz,,,,,,,,,,,
R_2U8YuLpWTkIdivM,"It’s about an Asian woman got attacked by a shopper. Anti Asians has been on the rise. Marcus Phan confirmed the statistics & believed the problem should be concerned.
",,1,0,0,0,0,0,0,0,
R_2YYc6FjUNDYgFPK,,,,,,,,,,,
R_r7qOmvreT4L1AUV,The article is about Asian hate in America. The rise of Asian hate crimes has risen in America especially in the Covid era. The message is to keep strong together during these tough times.,,1,0,0,0,0,0,0,0,
R_1jJosugmxjXYE3k,,"this article describes incidents that Asian people was discriminated.  The discrimination is also against black, latino and other color people.  We must stand up for ourselves.",1,1,0,0,0,0,0,0,
R_1Cskkq7mmwiHycR,,,,,,,,,,,
R_37tIRLQT5yI2IaR,,"There has been a rise in Asian hate crimes after Covid-19. Some hate crimes include spitting, verbal abuse, and refusing to offer services such as Uber and Lyft. However, non-white groups have been facing discrimination for years so we need to stand up for each other. ",1,1,0,0,0,0,0,0,
R_2WVhiFYSTASfJ8N,Asian Americans are experiencing more racism and hate crimes due to COVID-19. They are coughed at or spit on. Uber drivers even refuse to give them rides.,,1,0,0,0,0,0,0,0,
R_3RmWPYJmaGkhxf0,,It’s about the percent of us color people. And they want racism to stop and he heard. We want Equality.,0,1,0,0,0,0,0,0,
R_O9mxM98QDl7Ycnf,,,,,,,,,,,
R_1kMH1z3APe1rmOE,There has been an increase in Asian hate crimes in America recently. Asians are victims to crimes ranging from being spit on to not being served. There are movements to bring awareness to this issue.  ,,1,0,0,0,0,0,0,0,
R_1FwvwBHchN8r6uA,,Hate crime is rising for mostly Asian people. Some are for other non-white race.,1,0,0,0,0,0,0,0,
R_3NUOKfm60uXN9B0,"Since March 2020, hate crimes against Asian Americans has risen.  Mainly, Asian Americans are being blamed for the pandemic.  They are mainly victims of being sneezed or spit at, as well as other derogatory humiliations.",,1,0,0,0,0,0,0,0,
R_2aG3repjuVGcvfa,"It was about what type of party do we resign. For example,  democrats, Republicans etc.
",,0,0,0,0,0,0,1,0,
R_3n7TuMt4Qvhcppv,,,,,,,,,,,
R_33wf3sai1aJjHGU,,"Asian hate crimes seems to be on the rise especially during the pandemic. Uber, lyft, and grocery workers are also dealing with racism and harassment from customers. We really need to stand and support each other.",1,0,0,0,0,0,0,0,
R_1eWayqzHzZ1hyxu,,,,,,,,,,,
R_21HD5sHZwjCdXaX,,,,,,,,,,,
R_3ExW18Df3wxnqQ2,Asian people are getting attacked all around the country. This includes but is not limited to Uber and Lyft drivers. Asian hate is on the rise.,,1,0,0,0,0,0,0,0,
R_3JngPp3HiNrQibA,,,,,,,,,,,
R_PB4qGb5WxDwCJeV,,Stop Asian Hate ,1,0,0,0,0,0,0,0,
R_UL6p9w82ecd6Aud,,"This article's main point revolves around Asian hate. The article begins by referring to an incident where someone created a sign that wrote ""Go back home to your country"" to introduce the level of hate and racism occurring within our borders. The article continues on using the appeal of logos to inform the reader of the raw cold facts and statistics in regards to Asian hate and overall racism in our country today.",1,0,0,0,0,0,0,0,
R_1mWRoU8BBOH6d6Q,Asian Americans have been targeted for crimes and violence since COVID broke out. Racism against Asians has escalated. Activists like Phan are calling for people to stand up and stand together against racism.,,1,0,0,0,0,0,0,0,
R_2TIcZrZGKdDSDJ5,,,,,,,,,,,
R_DqvUJFjXEnpcQZr,"Asians are experiencing a rising wave of hate across the United States of america. From Uber drivers not picking them up to being spat in their face, Asians are under constant harassment or assault. Some businesses will not serve Asians.",,1,0,0,0,0,0,0,0,
R_27wfTtp5KDWZ3rs,,,,,,,,,,,
R_A6htadqpbN4EQLL,blaming the chinese,,0,0,0,0,0,0,1,0,
R_2sZPZlldxRW9Ufs,,,,,,,,,,,
R_ugL0sOV8klWI1sl,,An anecdote of an Asian person getting spit on was shared. Asian hate crimes are reported to rise due to COVID. Other minorities are all seeing higher rates of hate crime towards then.,1,1,0,0,0,0,0,0,
R_cUYgN1R9Z9BqTTP,People are hating Asian Americans thinking they bought Covid to usa and because of that even Uber and Lyft drivers are not picking them up,,1,0,0,0,0,0,0,0,
R_2vem0rADzl8ymmw,,,,,,,,,,,
R_qJfbLPJ8cgDJcu5,"Asian Americans are being blamed for bringing Covid to the US. 
Hate crimes to ward Asian American has increased by 17%
Asian Americans began to organize to fight against racial hate crimes.
",,1,0,0,0,0,0,0,0,
R_1NsQBW2INPfwXFh,,,,,,,,,,,
R_2VapYcsKINmeswT,,It is about raising awareness every one in US has equal rights to leave freedom ,0,0,0,0,0,0,1,0,
R_1F9epA9XZgQhMPW,It was about the womejn holding up the sign,,0,0,0,0,0,0,1,0,
R_1f8FVZtk0HaNOl4,,Rise of hate against Asians is alarming. Speaking out against it will help raise awareness. The article was good,1,0,0,0,0,0,0,0,
R_2DM5f4SvA3YN36d,,,,,,,,,,,
R_264uOQeDNEODYgy,"Asians have been experiencing hate crimes since covid started. Non Asians have blamed Asians for the pandemic by verbal abuse, spatted on. Ride shares services have refused to pick up Asian fares.",,1,0,0,0,0,0,0,0,
R_Qhv5nmOV90oIx0t,Asian hate crime increased since Covid pandemic happened. Other race blamed Asian people for bringing Covid to the United States. Asians in the United States continues to be harass mentally and physically since Covid began. ,,1,0,0,0,0,0,0,0,
R_eaDZWOkeamOYWrf,hate crime on asian community have been increasing. Older asian people are the target. We need to do something,,1,0,0,0,0,0,0,0,
R_2e8SwogtOggL3Jo,,,,,,,,,,,
R_1qWGtIQAAVInpeb,,,,,,,,,,,
R_1jfbanDI1utJVJG,,,,,,,,,,,
R_31mVmXkqfmhRwS1,,"Asian American are being treated
Poorly due to the covid pandemic and other people think they brought it here.  They are being told to go back to their country and treated poorly as a result. ",1,0,0,0,0,0,0,0,
R_eJyoaupomVWSd45,,"The articles described two altercations where race was involved.  Because they were asian, they were targeted and racial hate because of Covid.  Stop Asian hate has grown more in the past few years due to Covid and stupid people. ",1,0,0,0,0,0,0,0,
R_33BaRHL7iLcZC6Y,regni aaerg  aier gh;a,,,,,,,,,,
R_3q7Ofufx3GwRMXM,,,,,,,,,,,
R_1jkLBSI1I6ZMve5,,Hate crime is real. People need Jesus. Evil is everywhere. ,0,0,0,0,0,0,1,0,
R_2DS4AdIdSNHCaOf,"Asian hate crimes are on the rise since COVID began. The hate has always been there, but came to the surface because of the pandemic. Asians have been targets of blame for the pandemic.",,1,0,0,0,0,0,0,0,
R_27fY0paiiFerKRN,,,,,,,,,,,
R_2aylsN11GarrW1m,Antiasia activities increase. People said hateful remarks. Unfriendly approach happened ,,0,0,0,0,0,0,1,0,
R_1I9N0DqjUif0uS8,,The article was about anti-asian issues,1,0,0,0,0,0,0,0,
