ResponseId,treat1react,treat2react,Mention_Anti_Asian,Mention_Racism_Against_POC,Not_Surprised,Anger,Worry/Fear/Anxiety,Sadness,Inattentive,Unsure, Notes
R_12PuNlYwglpvS0t,,"While I am off Asian decent, I have not really experienced any COVID-19 related harassment. While the article provides some statistics, I would like more information before drawing too many conclusions. This article seemed more of an opinion piece. ",1,0,0,0,0,0,0,0,
R_3PMPlujQdBH0SVg,I was alarmed. Hate crimes are horrible because you can’t argue with the way you look. You can’t fight ignorance.,,0,0,0,0,1,0,0,0,
R_x5xg3SpYF0BwlDH,"It's not fair for asian anybody can blem for covid-19;
they should allow them for ride at any places 
asian shiuld try to explain them why their openion is wrong ",,1,0,0,0,0,0,0,0,
R_1j87EicXH4WZhj2,Being Asian I am very angry and afraid that people are directing their anger at us. I am very aware of people around me and am also afraid of being attacked. I have seen the violence that is being directed towards Asians and it’s very unsettling. ,,1,0,0,1,1,0,0,0,
R_30qJBkU7U3fYt8f,,I agree with this article. I have experienced more racism since Covid. There are many jokes about it and trump has ignited the hate,0,0,0,0,0,0,0,0,
R_9MRTWwSqhe4YvO9,"This is not new news to me. I have not personally experienced COVID-related discrimination. I have, however, seen wariness, even in children, towards people they know are from China. ",,0,0,1,0,0,0,0,0,
R_1r8hhzqHXCeqPcB,,,,,,,,,,,
R_2rCuU8SVm4RU9VR,,,,,,,,,,,
R_3ewWWFvPrL3gqFI,,"In all sense, not all Asian people are to be blamed because of COVID19. Up to now the exact cause is unknown, the only thing for sure is that is originated from China. Even china sufferred a great deal of loss. I hope that one day nobody should blame someone of COVID or worst got physically abused because of it.",1,0,0,0,0,0,0,0,
R_307fQIaLDtk2Rev,Fully believe this is related to Donald Trump referring to Covid as the China Virus ,,1,0,0,0,0,0,0,0,
R_1ND5GOloQIFxPXp,,,,,,,,,,,
R_3hDTT34tVAbSTeH,"None of the above, no reason",,0,0,0,0,0,0,1,0,
R_1HqlaQJqX0oTqjW,,This resonates with me. Because I identify with this group. I haven’t experienced personally but can imagine it happening.,0,0,0,0,0,0,0,0,
R_1rGoqjAqRVX2Eb4,,"As an Asian American I have never experienced discrimination so it was hard to relate. I do not deny that this happens to some. However, I do think people today are overly sensitive. ",0,0,0,0,0,0,0,0,
R_2DUgHDAKUlYiAXo,"I feel sad since I am Asian and was born and raised here.  I feel as a community, we all need to stand up against hate of any form.  It is important to bring this message to others and ensure equality.",,0,0,0,0,0,1,0,0,
R_2E45NRCGzaSJbcv,As an Asian American this is unsettling. There is a lot of ignorance out there. Intolerance has no place in America. ,,0,0,0,0,1,0,0,0,
R_2tJYniwxLSPT8e6,I'm not sure how to write 3 sentence about it. I don't understand the article. I wouldn't know where to start,,0,0,0,0,0,0,1,0,
R_55RFlu2q7uZESJP,,,,,,,,,,,
R_u2K23vuve393Nrr,,,,,,,,,,,
R_1jfUrxJMoI2U7Ao,,,,,,,,,,,
R_3qpTDAVVVNRuFT7,,"It’s so sad and as an Asian, I do worry about the hate crimes more so since I am in NYC. There is a crisis going on in America. ",0,0,0,0,1,1,0,0,
R_DIaUke0nxKEsPS1,More people need to talk about this. More people should care. More media coverage is necessary. ,,0,0,0,0,0,0,0,0,
R_2Bs9Qst5vYrXg7N,,I thought it was sad but realistic and I was not very surprised. I have personally experienced racism. I thought it was good and informative ,0,0,1,0,0,1,0,0,
R_8CGzMBmJmYqG3Qd,"My reaction is that I am not surprised. Growing up I have faced racism, called names and we were often raised to be quiet and ignore it. The former President insisted on calling Covid the China Flu which added to the hate people already had. ",,1,0,1,0,0,0,0,0,
R_0wd1UXsSqQ1SlQR,,,,,,,,,,,
R_3rMppZnshZNn7RI,,,,,,,,,,,
R_1dMLSWmAh5kTxJO,I think it is pretty accurate. The negative sentiment has increased a bit. Although I have always experienced it it is rarely discussed.,,0,0,0,0,0,0,0,0,
R_3m9R9zvFZIVg3YO,,"I was scared for the Asian American. I try to avoid conflict, but if I could help I could try. I hope my parents don’t have to deal with something like this. ",0,0,0,0,1,0,0,0,
R_3HokWziQXHpPr6g,,,,,,,,,,,
R_cvv7lZZbN3C79fP,,i can feel it because I was experienced the same thing ,0,0,0,0,0,0,0,0,
R_1YRTtJL56SsSTq9,,,,,,,,,,,
R_3qO8qfEITLKeVtL,It’s devastating to hear to what Asians are facing.  To be held responsible for a virus that is out of their control is unfair.  I believe the media should take precautions in what they say so that Asians do not become targets for this virus.  ,,1,0,0,1,0,1,0,0,
R_2rlxtbl4Do3M32T,,,,,,,,,,,
R_3M6k7eXc59YX3LZ,,I’m not surprised that Asian hate crimes have increased. Covid-19 originated from China but is not a Chinese virus. People are so racist and dumb. ,1,0,1,1,0,0,0,0,
R_d4jyyDusZK8M3Nn,,"As an Asian American person reading this article, I worry for my safety and the safety of my loved ones. While the racism and microaggressions against the Asian community have been ignored or not acknowledged for many years, it is sad to see that the rest of the world is only now recognizing that we also face similar issues other non-white groups face. I would like to believe that change is possible, but somedays it seems unrealistic. ",1,1,0,0,1,1,0,0,
R_3qgMPBXdXmv54sw,Need more actions to stop hate crime.,,0,0,0,0,0,0,0,0,
R_1nZbYWKPRqTIYMU,,,,,,,,,,,
R_3scTJ1tLv54JoVu,I think it is dumb to blame all asians for the spread of covid. it is a false narrative infact we should blame the recklessness of the american government instead and the stupidity of presidents such as Trump and Biden. ,,1,0,0,1,0,0,0,0,
R_3OcDYEa50w1rXom,,,,,,,,,,,
R_2CIYcn0khsRjcC0,,"I think it is ridiculous that in the year 2020, minorities still have to worry about racism and discrimination. The coronavirus pandemic has shown us the ugly underside of American society and Americans. The fear of something alien is triggering a lot of people's negative actions and reactions.",0,1,0,1,0,0,0,0,
R_3D0aRbqQhdvIv47,,I would  describe this hate crime as serious issues because it can lead to criminal violence.,0,0,0,0,0,0,0,0,
R_1EhVz9gZfLgMvHe,"It reminds me that even though I feel like I am an American, I am often viewed by others as a foreigner or somehow not a citizen because of how I look, even though I was born in this country. ",,0,0,0,0,0,0,0,0,
R_2X1CMIkWMjaMB7g,,,,,,,,,,,
R_OlqjCHLNtD6HJ3H,I was upset to see this article. People should not be blaming asians for covid when it wasn’t their fault. People should be more mindful of others and their feelings. ,,1,0,0,0,0,1,0,0,
R_3ReZdDdU9MINade,,I am not surprised on the statistics becoming higher.  All minorities experience this type of discrimination.  It is only focused on because of the pandemic.,0,1,1,0,0,0,0,0,
R_2eRnxfFKy1E5Eco,,,,,,,,,,,
R_AB6EaPnbEGZoDrb,,Stand right to the discrimination and react smart,0,0,0,0,0,0,0,0,
R_1pKc4J1PYO3S754,,"Asian hate grew tremendously during the pandemic. It is not surprisingly that such crime has occurred. However, it is still a disgrace and frustrating. ",1,0,1,1,0,0,0,0,
R_3MGojb98G3boFW4,,,,,,,,,,,
R_3hyIkVxPqZEiZMG,,,,,,,,,,,
R_1GOdr0R13bxpBT8,,I’m not surprised because of covid,0,0,1,0,0,0,0,0,
R_1jBMlRgRhXu7IOW,"As for me personally, have not experienced the kind of confrontations described in the article.  Here in Hawaii there have not been any major confrontations.   Also because of the shut down and  social distancing have not seen any of the things described in article.











",,0,0,0,0,0,0,0,0,
R_25uw3WEZyKDAfxr,,,,,,,,,,,
R_2agdel5aRAYnJxF,I agree,,0,0,0,0,0,0,1,0,
R_8fgtufeZxq2smuB,I believe on the mainland the Asian Americans have been discriminated against. It is sad that we live with this type of discrimination. However in Hawaii because we are like a melting pot I have not been or my family been discriminated against.,,1,0,0,0,0,0,0,0,
R_1rBsBHaE77C34Lh,,I was disappointed in white people. I hate whites. Fuck whites except Zachary Dundarious.,0,0,0,1,0,0,0,0,
R_1K6G7dzZy4Tnxkf,I agree with the article and experienceD this in my city. it hits closer to home s as an Asian American and brought up fear from when my own grandmother was assaulted. It feels empowering to know there are Allies who are also against Asian hate,,1,0,0,0,1,0,0,0,
R_1MVQ0XSwyob75pl,,,,,,,,,,,
R_3MbvXLUPY9rN5oT,,,,,,,,,,,
R_5A6jZ3V5cVnpVLP,"I feel unfair.
Not every Asian American has experienced this hate crime. 
Hate crime should not be allowed.",,1,0,0,0,0,0,0,0,
R_215RGEMq4x4qTLS,,I can relate to this as a Korean American. I have also had issues with racism and have had family members treated differently after COVID-19. I agree more needs to be done to fix this issue for all races.,0,1,0,0,0,0,0,0,
R_3kBOFNlPguqUV32,I can see this happening in our country and believe it. I think we don’t hear about it as much because Asians are a proud and private race. I also think no matter what is done there will always be people in this country that will continue to act this way.,,0,0,0,0,0,0,0,0,
R_1NxHuWQ6k92mPyp,,,,,,,,,,,
R_3CTs3Sywn21vYoG,,,,,,,,,,,
R_2U9Ozxp8ZLWP2f4,My reaction to the article is I’m not surprised at the numbers. It just goes to show you how ignorant people can be in our society.,,0,0,1,0,0,0,0,0,
R_umnLcPpjdlWa8gh,,So much racism and discrimination going on in this world. We need more peach in this world so much hate is not good ,0,0,0,0,0,0,0,0,
R_12r4EJJhA4A9Ek9,,,,,,,,,,,
R_3ervan1RumapYS2,,I haven't had any experiences regarding discrimination during the pandemic.  I have in the past.  It's an ongoing thing where anybody finds any reason for doing so.,0,0,0,0,0,0,0,0,
R_1QLYgKsCESAZMQ5,I am not surprised as I’ve experienced this before in America. Though every place you go to you will receive some sort of racist or ignorant people if you aren’t the majority. But I think it’s a shame people still think it’s ok to make fun and ridicule people for something they cannot change or decide in the first place.,,0,0,1,0,0,0,0,0,
R_4INXdYdiGF9G43n,,,,,,,,,,,
R_sXva5TIv2qVvoMF,,Being Chinese doesn't mean you brought covid here. Article is very rude. Article is racist.,1,0,0,0,0,0,0,0,
R_2RNZXpgSgbINpzC,,,,,,,,,,,
R_ZrS9cJI5CZWHlv3,I was sad to read this but not surprised. I have also experienced racial discrimination during the pandemic but not nearly as bad those examples. Change needs to happen.,,0,0,1,0,0,1,0,0,
R_1HkGa2YSDGRq7Ap,,"It’s a touchy subject , but the reality Asian people do get the less attention when they are targeted by racist and at many times they’re being neglected..",1,0,0,0,0,0,0,0,
R_3qaItsG7uxP7RL8,,I knew about this when the pandemic was starting. It makes me sad that people feel the need to do this. I hope people of all races can come together to fight racism in every part of the country,0,0,0,0,0,1,0,0,
R_3UAmnNVuGu3vWnf,,I completely agree that we all need to unite and protect each other regardless of race.  It’s unfortunate that the color of someone’s skin causes so much division within different racial backgrounds. There are so many other things that’s going on in this world going on that the last thing we need is division among all people.,0,0,0,0,0,0,0,0,
R_3GeJ80AeGL2d4xI,,,,,,,,,,,
R_p5GJrOwRFFFkuPv,It saddens and angers me to know that people in my race are being targeted and blamed for the Covid 19 pandemic. It worries me that my children may face this type of hate. Officials need to do something to protect this community ,,1,0,0,1,1,1,0,0,
R_10P0wQ1udwQFJxQ,,"Unfortunately, I am well aware of the phenomenon of anti-Asian hate crimes, both historically and currently. I found it interesting the scope of the article did not include the more heinous crimes like the Atlanta spa shootings or other bloody atrocities. Admittedly, the article may be dated before the Atlanta spa shootings, since I didn’t see the publication date.",1,0,1,0,0,0,0,0,
R_1ertq82xbhfYNW6,,,,,,,,,,,
R_1cZzOVpqfzJEduO,The article was straightforward and factual. I agree that hate against Asians has Bern on the rise since the discovery of CoVid 19. It is saddening to hear this news but it is a reality we need to deal with and address.,,1,0,0,0,0,1,0,0,
R_2ZWBzyuM7KgIbmM,,I agree with the article that Asian hate is on the rise in America. We need to stand together behind the victims. Hate is not the solution to problems. It only brings out the negative aspects of people.,1,0,0,0,0,0,0,0,
R_1CpRHXOtdGDlPcq,,,,,,,,,,,
R_302mQ1U7JwAYyQo,,,,,,,,,,,
R_3KDaXsy4n3RqYUO,,"I’m very upset that this is happening in the 21st century. I have not experience any racism since covid, but have heard about it. It does not make any sense, the world is cruel.",0,0,0,0,0,1,0,0,
R_3O1CqoF3LX3UsV4,Racism is the most worst problem that we face these days mostly. It should be completely avoided ,,0,0,0,0,0,0,0,0,
R_1IaawNhJTpXUPn3,,,,,,,,,,,
R_3oLLusiQdxonacC,,We should all understand that we are human being for once living in this world we might have different skin color but we understand like a human we are not animals not even if u are in my position and someone being racism and call you name or disrespectful said bad words to u how do u feel I wonder? Of course I ask myself if a human being don't feel the situation coming from other people said then u are just a animal but we are human it get to the point it hurt deep inside of each of all not u but me and we was raise different nationality but I would said I love u and would I get from u tell me u love me to we are here to created not to hate each other ,0,0,0,0,0,0,0,0,
R_29ubsBwC0IGILpp,,,,,,,,,,,
R_1ptzGaABQ6x8Uns,,It makes me upset. I feel called to action. I feel fear.,0,0,0,0,1,1,0,0,
R_AaOaXSaiM25Eoud,,,,,,,,,,,
R_1JQRH2yowp9Jcra,"I have no idea about the article, I think it's maybe lack of evidence and i don't believe this article is truth ",,0,0,0,0,0,0,1,0,
R_2zdvup5ODRWJKOI,"I was upset reading the article. I feel that Asians are preyed on because Asians have this stigma as being reserve, shy, and weak. However, I have not experience the type of Asian hate presented in the article.",,1,0,0,0,0,1,0,0,
R_2CpJiv7r6qozgtR,"It is a great article.
It was easy to understand.
It has enough information.",,0,0,0,0,0,0,1,0,
R_1QAc9H3p3l2pyhd,,"I'm saddened and disappointed at the race relations and conditions here in America. There's  just too much hate going on, and this is causing more tension between all races. Minorities especially, we all need to come together and spread the peace.",0,0,0,0,0,1,0,0,
R_RPHcbOSW4LH6z5v,,,,,,,,,,,
R_10V1eKUlw9xMtKz,,,,,,,,,,,
R_2U8YuLpWTkIdivM,I was sad & mad that Asians have to go through this the past 2 years. I feel like we’re invisible & no one helps us. I hopes our voices are loud enough so there are actions need to be done.,,1,0,0,1,0,1,0,0,
R_2YYc6FjUNDYgFPK,,,,,,,,,,,
R_r7qOmvreT4L1AUV,I’m not surprised as an Asian-American. Even if the situation is disheartening and scary it’s also not unexpected. It makes me sad that we have gone into this direction and I feel for myself and others safety.,,0,0,1,0,1,1,0,0,
R_1jJosugmxjXYE3k,,I have not experienced discrimination in where I live.  Hawaii has more color populations than white.  We are fortunate to live in Hawaii.,0,0,0,0,0,0,0,0,
R_1Cskkq7mmwiHycR,,,,,,,,,,,
R_37tIRLQT5yI2IaR,,"I honestly feel very scared and unsafe. During that time, I was afraid to leave my house because I could easily be targeted. Especially since there were reports of hate crimes in my town. ",0,0,0,0,1,0,0,0,
R_2WVhiFYSTASfJ8N,I wasn't surprised by the article. we live in a world today where people are looking for an excuse to be ugly to other human beings. I don't think COVID-19 can be blamed on one specific race.,,0,0,1,0,0,0,0,0,
R_3RmWPYJmaGkhxf0,,I don’t care. People won’t change And people will always be racist if they want,0,0,0,0,0,0,0,0,
R_O9mxM98QDl7Ycnf,,,,,,,,,,,
R_1kMH1z3APe1rmOE,As an Asian in America this is concerning to me. I live in Hawaii so I don’t normally experience this type of behavior from others since Asians are not the minority here. I’d be worried to travel to certain places on the mainland with this going on. ,,0,0,0,0,1,0,0,0,
R_1FwvwBHchN8r6uA,,"It's sadden that some white people are so cruel and ignorant. They need to be educated that people are created equal by our Heavenly Father, the God of all creation.",0,0,0,0,0,1,0,0,
R_3NUOKfm60uXN9B0,"As an Asian American, I already knew this was happening. It makes me furious.  Why are people simultaneously stupid AND cruel???",,0,0,1,1,0,0,0,0,
R_2aG3repjuVGcvfa,"Its was ok.
Didn't think that it will be of any help me",,0,0,0,0,0,0,1,0,
R_3n7TuMt4Qvhcppv,,,,,,,,,,,
R_33wf3sai1aJjHGU,,It was very relatable because I'm Asian and have dealt with racism myself. The article was informative and effective in showing what its like during the pandemic. I am also disappointed that it has taken this long to address this issue.,1,0,0,0,0,0,0,0,
R_1eWayqzHzZ1hyxu,,,,,,,,,,,
R_21HD5sHZwjCdXaX,,,,,,,,,,,
R_3ExW18Df3wxnqQ2,I thought this article was very interesting. I relate to it somewhat and hate seeing what is going on. I know about this situation and this article provided more insight.,,0,0,0,0,0,0,0,0,
R_3JngPp3HiNrQibA,,,,,,,,,,,
R_PB4qGb5WxDwCJeV,,"I agree , they should stop hating asian , we are all humans ",1,0,0,0,0,0,0,0,
R_UL6p9w82ecd6Aud,,My first reaction after reading the first paragraph of this article was that this is great that people are paying more attention to the racism of Asians. The second reaction after reading further into the article is that it was very clear with the message and very persuasive of the intent towards destroying the Asian hate within all communities in this fine country. The third reaction I had was that this was a great article and I was surprised when reading the statistical facts about all of this.,1,0,0,0,0,0,0,0,
R_1mWRoU8BBOH6d6Q,Ｉam sick of all this stuff，especially with the system that encourages racism against humanity，being it Asian，black，muslim，LGBT or handicapped. We，the people，need to embrace love and light  for humanity to cast out fear and hatred. ,,1,1,0,1,0,0,0,0,
R_2TIcZrZGKdDSDJ5,,,,,,,,,,,
R_DqvUJFjXEnpcQZr,"It makes me angry as I've experienced this kind of hate across my entire life experience. I fear for both children and older adults of Asian persuasion. In my opinion, this has become worse due to former president Donald Trump's extremely racist views upon Asian people.",,1,0,0,1,0,0,0,0,
R_27wfTtp5KDWZ3rs,,,,,,,,,,,
R_A6htadqpbN4EQLL,stupid,,0,0,0,0,0,0,1,0,
R_2sZPZlldxRW9Ufs,,,,,,,,,,,
R_ugL0sOV8klWI1sl,,My fear has grown as an Asian American due to COVID. I think about other stories shared of hate crimes happening in communities that are diverse and supposed to be inclusive. The article reminded me of how divided we are.,0,0,0,0,1,0,0,0,
R_cUYgN1R9Z9BqTTP,I am deeply saddened because this s shouldn’t happen to Asians because it because of some other reason people are trying to hate us ,,1,0,0,0,0,1,0,0,
R_2vem0rADzl8ymmw,,,,,,,,,,,
R_qJfbLPJ8cgDJcu5,"Sad that this hate crime happened.
Blaming anyone or the country that brought out Covid will not help solve the problem.
We shall all help each other, protect ourselves and protect others by making sure we don't get Covid and if we do, make sure to contact a doctor to receive medicine and follow instructions and isolate ourselves not to spread the disease.

",,0,0,0,0,0,1,0,0,
R_1NsQBW2INPfwXFh,,,,,,,,,,,
R_2VapYcsKINmeswT,,It is good to see political leader are addressing and demonstrating for rights for equality ,0,0,0,0,0,0,0,0,
R_1F9epA9XZgQhMPW,I think it was a great article,,0,0,0,0,0,0,1,0,
R_1f8FVZtk0HaNOl4,,Positive reaction as the idea resonates with me. Hate crimes against Asians is in the rise. It improved my understanding of it.,1,0,0,0,0,0,0,0,
R_2DM5f4SvA3YN36d,,,,,,,,,,,
R_264uOQeDNEODYgy,I agree with the article and do not understand how ignorant people are. It’s racists and the abuse is uncalled for. We should all be helping each other in trying to fight covid. Laying blame helps no one at all.,,0,0,0,1,0,0,0,0,
R_Qhv5nmOV90oIx0t,I am Asian and this really hurts me to read about. I don’t understand why the world works like that. It makes me scared for my life. ,,0,0,0,0,1,0,0,0,
R_eaDZWOkeamOYWrf,it hits home personally. Asians have long been the target of many attacks. It needs to stop now,,1,0,0,0,0,0,0,0,
R_2e8SwogtOggL3Jo,,,,,,,,,,,
R_1qWGtIQAAVInpeb,,,,,,,,,,,
R_1jfbanDI1utJVJG,,,,,,,,,,,
R_31mVmXkqfmhRwS1,,It is not fair to treat others poorly because they may have heritage from a country.  One isn’t necessarily a part of the country just because they had roots there ,0,0,0,0,0,0,0,0,
R_eJyoaupomVWSd45,,The article makes me angry due to the facts that we truly have idiots in this world. Hating on any race is idiotic and comes from misinformation and ignorance. But the people doing the most harm understands hate themselves but still does it.,0,0,0,1,0,0,0,0,
R_33BaRHL7iLcZC6Y,this is too much for oen surevy ,,0,0,0,0,0,0,1,0,
R_3q7Ofufx3GwRMXM,,,,,,,,,,,
R_1jkLBSI1I6ZMve5,,This article makes me sad. People are ignorant.  It's a sad world when people blame each other for problems instead of helping to come up with solutions to problems.,0,0,0,0,0,1,0,0,
R_2DS4AdIdSNHCaOf,I am not surprised by the asian hate. Ignorant people are going to do ignorant things. It is sad that in this day and age that people hate so much.,,1,0,1,0,0,1,0,0,
R_27fY0paiiFerKRN,,,,,,,,,,,
R_2aylsN11GarrW1m,Not reasonable there. Action needed. More understanding ,,0,0,0,0,0,0,0,0,
R_1I9N0DqjUif0uS8,,I felt unsettled.,0,0,0,0,1,0,0,0,
R_12hZJXjeBP9a95g,,,,,,,,,,,
R_2E5gNIiKSvAgiDC,,"It is an awful place to be in to experience racism and i wish for everyone an society to come together. It makes me angry to live in this world. We may not all have the same feelings and opinions and everything, but acts of hatred are not necessary.",0,0,0,1,0,0,0,0,
R_VUpcq18FGlJKtu9,"Shows ignorance, disrespectful behavior, unethical, immoral ",,0,0,0,0,0,0,0,0,
R_3gLT4BKG9IAFRa5,"I hear about this problem in the news but as for my own observations and experiences, I have never had experienced to be refused for any business, I maybe had light experience from other co-worker but this is no big deal for me, I mind  my own business, I go home and have a good life.",,0,0,0,0,0,0,0,0,
R_3MRtmc36pZCDfs8,,,,,,,,,,,
R_DtRYas9pSZN44FP,,,,,,,,,,,
R_TqqHJKFWiNjr52V,,People are so abnormal to blame for some thing happened to them. They are acting so violently that could cause death. People are so weird.,0,0,0,0,0,0,0,0,
R_3M56h1FOCPbbaIx,,,,,,,,,,,
R_sT2vRavhJTRZCDL,,"The article makes me mad because what’s happened is true. Not only this incident, but people have tried to push Asians off the subway rail and assault them. ",1,0,0,1,0,0,0,0,
R_2s7jeM2s7kzt1ER,I think it was sad. Maybe something can be done. It is very unfortunate.,,0,0,0,0,0,1,0,0,
R_10r5pbYSFjG9kux,Its a racism ,,0,0,0,0,0,0,0,0,
R_2YXsyALX4CgjXyF,,I too am of Asian heritage and live in America. I myself have had my fair share of racism while living here and I understand it can hurt. I am of Pakistani descent and while people don't blame my people for Covid-19 there are definitely other things people blame on us too.,0,0,0,0,0,0,0,0,
R_1OTEFW06slJ4nmB,I felt inhuman behavior,,0,0,0,0,0,0,1,0,
R_2Qgl07COS9pJ34D,,,,,,,,,,,
R_2zPe745Mw8FRpgZ,,,,,,,,,,,
R_O8XuEESO5bZxLJT,I hate that we have to go through this. It shouldn't be happening in this day and age. It makes me sad. ,,0,0,0,0,0,1,0,0,
R_3hxyYwf0JU16gb4,,sad. demoralized. angry.,0,0,0,1,0,1,0,0,
R_2f9EzvhxvhoRouE,It’s really sad and unacceptable how Asians are being blamed for the Covid 19. Asian community is a community with hard workers and they do not deserve this kind of treatment ,,1,0,0,0,0,1,0,0,
R_24kmK5MdEUfljaq,,,,,,,,,,,
R_1gUTUnYflkzAkPc,,,,,,,,,,,
R_28IZGdocW2cqkQv,,outrage,0,0,0,1,0,0,0,0,
R_338eBG5XYsmh1rb,The article though short evoked sadness in me.  As an older asian American I have received hateful speech as described in this summary.  Some days I avoid reading articles about anti-asian sentiment as it appears there is no end to it.,,1,0,0,0,0,1,0,0,
R_27U6raRtoCmkZ3G,,"It does not come as a surprise to me. In fact, I sometimes get scared that the same things would happen to me. But I go back to the fact that not all people here are racists and that makes me feel safe again. ",0,0,1,0,1,0,0,0,
R_2VxRi04UH819nb4,I think it's not good to have any kind of racism against any tribe or ethnicity. After all we all are human beings divided based on power and greed. I think all should be treated equally.,,0,0,0,0,0,0,0,0,
R_2UftmuXlu3oUv7l,,,,,,,,,,,
R_1pWFxphOWhEKWoV,,na,0,0,0,0,0,0,1,0,
R_t01o3qDGWZ46NQR,"This does not surprise me. There are people in this world that are quick to blame others without thought to the actual source of the problem. Even if Asain Americans were actually responsible for the pandemic, hate is not going to solve the problem. We need to learn from the past and have a better understanding of each other and embrace differences.",,0,0,1,0,0,0,0,0,
R_2fdLf6m1jodq7F6,,It's not the Asian people fault that covid is happening but yet they blame it to them. It's not fair on how people treated then ,1,0,0,0,0,0,0,0,
R_3EAOdCyM1l1LiQ6,"I relate to what is stated in the article. As an Asian myself, it's scary to hear news about racism towards Asians. It's hard being a person of color in the US.",,1,0,0,0,1,0,0,0,
R_6ScWBCCrKWyS4y5,,,,,,,,,,,
R_8vkozrJjUT6MH9D,I feel horrible for my fellow Asian Americans. It's disgusting how they've been treated. I fortunately haven't personally experienced issues like this,,1,0,0,0,0,0,0,0,
R_cYNsPePQCQP51XH,,,,,,,,,,,
R_31ASqBSCXo67rR5,,,,,,,,,,,
R_0D7IduZzRObdUAx,,It's scary to see how the pandemic has escalated up xenophobia. The fear and panic caused by the pandemic has pushed us back as a society. It's sad that our ethnicity can put us in danger of being harmed. ,0,0,0,0,1,1,0,0,
R_ezYLaGyO6AlMRVf,i think many people experience this. actions like this inspire fear to the public. there needs to be stronger punishments. ,,0,0,0,0,0,0,0,0,
R_1H6HqY5EJbAeyse,,It is not good as Asians of Chinese ancestry and other Asians are victims too. I feel that Americans are equally responsible for spreading covid as they traveled and did not follow the guideline in the first place. It is just another way or getting another reason of showing how racist people are as they don't know self realize their ancestors came from some other country and settled here years ago too and removed the real native Americans or Red Indians during the colonial war era. ,0,0,0,1,0,0,0,0,
R_PAFkgZEaT5XoQDL,,"It makes me sad that this is the country I live in.  Unless all those people are indigenous Native Americans, they were immigrants to this country too.  Intolerance is upsetting and it irritates me.",0,0,0,1,0,1,0,0,
R_3lGFZHHL7Ep7VEk,,,,,,,,,,,
R_XSbu6upyazPGVnb,,,,,,,,,,,
R_323lXFC8B0HfGJW,I personally experience such hate on a regular basis.  Even at work where there is a diversity and inclusion program.  There is so much hate against each other everywhere,,0,0,0,0,0,0,0,0,
R_3R1lqNGA7BQ6i3T,,,,,,,,,,,
R_3Ebc3vNNBPjbLo0,i'm annoyed. i'm irritated. i'm not surprised.,,0,0,1,1,0,0,0,0,
R_Qj2ayweHtnPX94J,I feel that such things happen quite common and I have also experienced this firsthand,,0,0,0,0,0,0,0,0,
R_qCTORLlhLFitCiR,,I am not surprise. The media is to blame. People are just stupid to believe whatever they see or hear in the media.,0,0,1,0,0,0,0,0,
R_1pu5Iynu3EyHTQi,,"Very concerned about this escalating crime against the minorities. This should be addressed by everyone, and this hatred be rooted out.",0,1,0,0,1,0,0,0,
R_2z61jA4kh5CKQtb,I feel outraged. Asians have been in US for so long and help to build this country. People are just so ignorant when it comes to race relations,,0,0,0,1,0,0,0,0,
R_2CWaaVlymR6uvlj,,"Though I have yet to personally experience any racism like this since the start of the pandemic, I am angry and saddened for those who have. Truthfully, I am completely unsurprised by this news because the United States was built on the foundation of racism. It doesn't take much for racists to hate minorities.",0,1,1,1,0,1,0,0,
R_1IR84TXgDii1A0f,,,,,,,,,,,
R_2TzYjXMwcjVWwyb,Disturbing and uncalled for.,,0,0,0,0,0,0,0,0,
R_1mCUyL4hBQN3JAM,,,,,,,,,,,
R_eh2AdnLMSr8syWJ,,,,,,,,,,,
R_xmiQJoqK4nH4Xol,,I am angry over this behaviour because people come to this country for opportunities and to advance the growth of the country together with the original population. Any discrimination based on place of origin (or any other characteristic for that matter) is inhuman and should not be tolerated by anyone ,0,0,0,1,0,0,0,0,
R_1l9SoW9pE0oh1YH,Hate crimes against any community are undesirable. There is no rationale behind these types of crimes. The increase in hate crimes against Asians since Covid 19 pandemic has raised the question of the safety of the Asian community. ,,1,0,0,0,0,0,0,0,
R_2asKlGqEfqT5nrC,,,,,,,,,,,
R_2v2PSxrVElmDfHC,"The article makes me sad. It's upsetting to see people spew hate at others, especially for no reason. I want to do something to help.",,0,0,0,0,0,1,0,0,
R_3HYYoKucIcPlKiA,"As an Asian American, I am very angered and saddened. To think that many people come to America for a better opportunity to be beaten and harassed by Americans is disgraceful. Many Americans benefit from our services and labor and this is the treatment we receive.",,0,0,0,1,0,1,0,0,
R_2wvqetcxmKQk5Wm,,These people can be American but the sense that a US citizen should look white needs to be eradicated. If you are not white then this country doesn't belong to you. These conservatives don't even leave their neighbors who have been living next door for 20 years or more. ,0,0,0,0,0,0,0,0,
R_2tmmUkgUwi67FwS,,,,,,,,,,,
